"","X","ID","RMAX","N0","NMAX","TLAG","A","AIC_gompertz","AIC_logistic","AIC_baranyi","AIC_buchanan","BIC_gompertz","BIC_logistic","BIC_baranyi","BIC_buchanan"
"15",14,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_5_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0120995177599009,-0.824940953285926,-0.813106495638925,394.047426932357,0.985654176096044,64.5723839621865,73.9051906267455,0,0,69.9012020028873,79.2340086674463,0,0
"16",15,"Pantoea.agglomerans..RDA.R._5_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.00880062616470627,-5.88521095152786,-0.817035773778813,6.28130486924878,0.138828630019915,0,108.069914477713,0,39.1390952562799,0,113.398732518414,0,39.1390952562799
"17",16,"Dickeya.zeae..RDA.R._5_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.00479791623532371,-3.30271995288838,-2.91889653270222,399.202598436489,0.883785659801252,54.7593152410294,53.8863246927157,48.1196282999321,0,59.9426627050467,59.069672156733,54.5988126299538,0
"18",17,"Acinetobacter.clacoaceticus..RDA.R._5_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.00423573438158356,-2.78298848149687,-1.86023927219767,267.803361943962,0.668432257109852,59.3970486642687,58.9923770299976,44.7823865129006,0,64.7258667049695,64.3211950706984,51.4434090637766,0
"19",18,"Stenotrophomonas.maltophilia..RDA.R._5_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0076717523496733,-5.25575775212924,-3.2497695740874,47.190471202253,0.618325601626299,0,31.587935294961,0,0,0,36.9167533356618,0,0
"20",19,"Klebsiella.pneumonia..RDA.R._5_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0187776853728436,-1.52920135997181,-1.14079931012085,266.356787576651,0.746009871546205,108.085586055318,110.059328321479,129.681969575468,0,113.414404096019,115.38814636218,136.342992126344,0
"21",20,"Bacillus.pumilus..RDA.R._5_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.00796123358625288,-1.14780253285888,-1.14780253285888,325.143603273907,1,34.2790462165398,31.7455364502466,33.9313105585926,0,35.4893865885159,32.9558768222227,35.4442360235629,0
"22",21,"Clavibacter.michiganensis..RDA.R._5_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.00586611549983619,-0.964081395710502,-0.152374480426002,370.219816014813,0.158051468583424,39.9420498089424,75.7604629317228,46.2621266099769,52.5408461270334,45.2708678496432,81.0892809724236,52.9231491608529,52.5408461270334
"23",22,"Chryseobacterium.balustinum_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.00669852030470114,-0.756442030932258,-0.756442030932258,385.609694544909,1,40.5627528140295,40.1186235627997,0,0,44.7408425649232,44.2967133136934,0,0
"24",23,"Enterobacter.sp._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Inf,-0.603916046832002,-0.354771993792645,NA,0.587452503793687,0,0,0,0,0,0,0,0
"25",24,"Pantoea.agglomerans.1_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0054301123548399,-3.03655426807424,-0.229832539465006,272.447632755806,0.0756885993711432,56.6927484776355,74.1820115471047,0,0,61.7251346297214,79.2143976991906,0,0
"26",25,"Pantoea.agglomerans.2_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.00923592017935042,-1.96034485380325,-0.37520250193437,349.190461299704,0.191396172569557,0,88.855562509623,92.0784595264964,89.7564666247754,0,93.8879486617089,98.3689422166038,89.7564666247754
"27",26,"Bacillus.pumilus_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.000947666730774652,-1.44039374439911,-1.20449642098891,-57.7003298733415,0.836227195287768,0,61.3346383346521,0,0,0,65.6988081480853,0,0
"28",27,"Clavibacter.michiganensis_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.000687088995704426,-1.81912354538513,-1.24998315600305,-661.130223005703,0.687134834340463,54.8208037370196,41.7179605861966,61.6358763446303,39.3591314567289,59.3627806007362,46.2599374499132,67.313347424276,39.3591314567289
"29",28,"Pseudomonas.fluorescens.1_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0094529965432709,-2.34110028141639,-1.39474878291968,23.889849698597,0.595766355670951,14.6522518385101,-1.46932166934917,0,0,19.1942287022267,3.07265519436743,0,0
"30",29,"Pseudomonas.fluorescens.2_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.206482872818105,-2.00336994502731,-1.48462804475314,6.16556506326127,0.741065347634985,0,63.2662930792262,67.4281109002721,0,0,67.8082699429428,73.1055819799178,0
"31",30,"Acinetobacter.clacoaceticus.1_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.000513392354747649,-5.24569820278534,-1.35079052957647,-7418.4808660029,0.257504430746555,53.4069045173446,13.3277367976537,0,0,57.5849942682383,17.5058265485474,0,0
"32",31,"Acinetobacter.clacoaceticus.2_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.588824675464115,-0.264129291396495,-0.264129291396495,3.70177891792391,1,0,107.626389237878,0,0,0,112.501892537351,0,0
"33",32,"Stenotrophomonas.maltophilia.1_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.00010224529122003,-1.54805770513663,-0.157282036219693,-12840.5594967451,0.101599595220393,-7.37512235818967,-36.7029375833973,8.78394913836143,0,-2.83314549447307,-32.1609607196807,14.4614202180072,0
"34",33,"Stenotrophomonas.maltophilia.2_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0181371283110981,-0.344602046811958,-0.341287131431185,8.04307253376149,0.990380453594398,16.0448510858322,15.274664054366,17.9605163315201,0,20.5868279495488,19.8166409180826,23.6379874111658,0
"35",34,"Klebsiella.pneumonia_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0081440194482561,-1.42323272467207,-0.321870873437686,-104.9235322056,0.226154772763427,112.256360599037,101.062184364265,0,0,118.119304210235,106.925127975464,0,0
"36",35,"Dickeya.zeae_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0923076779471251,-1.0072485800475,-0.446801273144291,47.5327452112114,0.443585905202486,0,95.9598457691341,93.0194258971727,0,0,100.835349068607,99.1138050215137,0
"37",36,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0204884798818174,-2.21583549006411,-0.283750371133599,108.845087644642,0.128055702874129,0,65.4947663252078,68.5213547185147,0,0,70.0367431889244,74.1988257981604,0
"38",37,"Pantoea.agglomerans..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.010820505446779,-1.52362047346302,-1.52362047346302,159.65337752799,1,0,29.0044353672491,0,0,0,33.5464122309657,0,0
"39",38,"Dickeya.zeae..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0248450989559111,-0.286231751824458,-0.285805466403522,193.496159702195,0.99851069834769,66.1142541498901,68.3503269944847,76.0448744941919,0,70.6562310136067,72.8923038582013,81.7223455738377,0
"40",39,"Acinetobacter.clacoaceticus..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",6.79907846229725e-05,-4.13478171933149,-0.255811492932736,-56644.0211213125,0.0618681977180879,64.4000785671757,9.52504243690568,0,0,68.5781683180694,13.7031321877994,0,0
"41",40,"Stenotrophomonas.maltophilia..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.120369188525018,-1.64830518536036,-1.50858639230063,24.4612862291808,0.915234876222764,0,62.3725415317541,66.9271685959656,59.7153119184236,0,66.7367113451874,72.3823808627572,59.7153119184236
"42",41,"Klebsiella.pneumonia..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.192770367311444,-4.8309768547218,-0.592178744013225,-9.44688486070746,0.122579503446478,0,87.134739007561,90.0780707242382,85.4308367274012,0,92.9976826187599,97.4067502382369,85.4308367274012
"43",42,"Bacillus.pumilus..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0333825685977926,-0.396199654662374,-0.0490561569891943,90.3943983276129,0.123816758575921,0,64.3823118997752,60.8776340731561,0,0,68.5604016506689,66.1002462617732,0
"44",43,"Clavibacter.michiganensis..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0127674989286449,-3.53169387059153,-0.155037597845486,74.6892093543749,0.0438989344848054,76.2699597713315,75.2223012600169,0,0,80.8119366350481,79.7642781237335,0,0
"45",44,"Chryseobacterium.balustinum_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0230259830967546,-3.53169387059153,-1.24745791626567,68.7994020258989,0.35321802001393,0,42.8271603515111,47.2657053112664,0,0,44.7667869506631,49.6902385602064,0
"46",45,"Enterobacter.sp._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0216523693253682,-3.44865432732353,-0.226840098319054,77.3313181118994,0.0657764092277415,0,69.7475283670873,72.1174207063101,0,0,73.0803817433122,76.2834874265912,0
"47",46,"Pantoea.agglomerans.1_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.011462748365033,-1.1875703599996,-1.1875703599996,253.52594852428,1,49.7113621745042,49.8081354951764,0,0,52.5435629789131,52.6403362995853,0,0
"48",47,"Pantoea.agglomerans.2_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0973012909202099,-1.69110291970391,-1.16884137489332,5.46153731434248,0.691171046584184,37.5126793749832,40.8671665656965,0,0,40.344880179392,43.6993673701053,0,0
"49",48,"Bacillus.pumilus_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.143980134683923,-1.71776809815303,-0.892134075218801,-1.86143389091006,0.519356527914354,0,34.5470726896932,39.5184194255759,0,0,37.1033020081543,42.7137060736522,0
"50",49,"Clavibacter.michiganensis_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.208792912903705,-1.5728803167003,-1.38629436111989,8.85377213594519,0.88137307486189,0,46.5090228476184,0,0,0,49.3412236520272,0,0
"51",50,"Pseudomonas.fluorescens.1_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.258757299040846,-0.823643669489313,-0.56829697768047,7.20693335464726,0.689979172708064,0,30.7205475211225,0,0,0,32.9803449509687,0,0
"52",51,"Pseudomonas.fluorescens.2_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.00173128794803555,-0.12144665340945,-0.12144665340945,1407.28213075455,1,40.0785667310397,40.9292036991326,0,0,42.0181933301917,42.8688302982846,0,0
"53",52,"Acinetobacter.clacoaceticus.1_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",7.04157997184624e-05,-2.43308158192341,-0.054658412537864,-33656.721214049,0.02246468550169,0,-23.0805988023026,0,0,0,-20.8208013724564,0,0
"54",53,"Acinetobacter.clacoaceticus.2_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.00388445236524308,-3.36463978592835,-0.225806668733693,-682.917999180088,0.0671116919196123,0,9.11977238852527,0,0,0,11.6760017069863,0,0
"55",54,"Stenotrophomonas.maltophilia.1_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0261011170378116,-5.92958914338991,-0.342340484989645,-78.5364326652359,0.0577342673684692,50.731903779183,53.6816925625697,71.4803895223785,0,53.288133097644,56.2379218810307,74.6756761704548,0
"56",55,"Stenotrophomonas.maltophilia.2_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",6.5651272196368,-3.73236456605369,-0.376629558468278,1.5684048259963,0.100909102474546,0,0,0,0,0,0,0,0
"57",56,"Klebsiella.pneumonia_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.0486275162006303,-2.98780620828156,-0.218512381938641,19.5118147192605,0.0731347238428555,0,63.738069569827,0,0,0,66.8284244587861,0,0
"58",57,"Dickeya.zeae_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",4.36354867931236,-1.64178574629961,-1.64178574629961,2.53621743554539,1,0,62.4088067927835,0,0,0,65.4991616817426,0,0
"59",58,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.470939484372838,-0.15150167165568,-0.124102697467567,5.10847512675443,0.81915068072395,74.4636317044257,71.3288942378002,88.7965288491777,0,77.7964850806506,74.6617476140251,92.9625955694588,0
"60",59,"Pantoea.agglomerans..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.22464586622624,-1.83790062522591,-0.154592864225354,2.13094181220319,0.0841138318924901,31.7499245551543,32.2401242546778,0,0,34.8402794441135,35.3304791436369,0,0
"61",60,"Dickeya.zeae..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.367282784499802,-1.28785428830664,-0.566269172426159,6.71302732502865,0.439699721907772,0,68.7433939120828,53.8425334919012,0,0,71.5755947164916,57.3827844974122,0
