,ID,RMAX,N0,NMAX,TLAG,A
34,"Klebsiella.pneumonia_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.008144019448256096,-1.4232327246720733,-0.32187087343768644,-104.92353220560042,0.22615477276342746
35,"Dickeya.zeae_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.09230767794712508,-1.0072485800475046,-0.44680127314429097,47.53274521121144,0.443585905202486
36,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.020488479881817376,-2.215835490064107,-0.2837503711335986,108.84508764464249,0.12805570287412868
37,"Pantoea.agglomerans..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.010820505446779016,-1.523620473463021,-1.523620473463021,159.65337752798976,1.0
38,"Dickeya.zeae..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.024845098955911065,-0.2862317518244582,-0.2858054664035224,193.4961597021954,0.9985106983476898
39,"Acinetobacter.clacoaceticus..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",6.79907846229725e-05,-4.134781719331491,-0.2558114929327361,-56644.02112131251,0.0618681977180879
40,"Stenotrophomonas.maltophilia..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.12036918852501753,-1.6483051853603636,-1.5085863923006329,24.461286229180846,0.9152348762227642
41,"Klebsiella.pneumonia..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.19277036731144445,-4.830976854721799,-0.592178744013225,-9.446884860707462,0.12257950344647775
42,"Bacillus.pumilus..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.03338256859779256,-0.3961996546623741,-0.04905615698919431,90.39439832761293,0.12381675857592066
43,"Clavibacter.michiganensis..RDA.R._15_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.012767498928644894,-3.5316938705915297,-0.15503759784548646,74.68920935437492,0.043898934484805426
44,"Chryseobacterium.balustinum_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.023025983096754635,-3.5316938705915297,-1.247457916265673,68.79940202589886,0.35321802001393005
45,"Enterobacter.sp._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.021652369325368195,-3.4486543273235326,-0.22684009831905425,77.33131811189936,0.0657764092277415
46,"Pantoea.agglomerans.1_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.011462748365033013,-1.1875703599995973,-1.1875703599995973,253.52594852427984,1.0
47,"Pantoea.agglomerans.2_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.09730129092020993,-1.6911029197039118,-1.1688413748933215,5.461537314342477,0.6911710465841837
48,"Bacillus.pumilus_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.1439801346839232,-1.7177680981530277,-0.8921340752188005,-1.8614338909100647,0.5193565279143545
49,"Clavibacter.michiganensis_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.208792912903705,-1.5728803167003045,-1.3862943611198906,8.853772135945194,0.8813730748618899
50,"Pseudomonas.fluorescens.1_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.2587572990408459,-0.8236436694893129,-0.5682969776804705,7.206933354647265,0.6899791727080643
51,"Pseudomonas.fluorescens.2_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.001731287948035555,-0.1214466534094501,-0.1214466534094501,1407.2821307545519,1.0
52,"Acinetobacter.clacoaceticus.1_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",7.041579971846241e-05,-2.433081581923413,-0.05465841253786397,-33656.72121404897,0.022464685501690042
53,"Acinetobacter.clacoaceticus.2_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.003884452365243079,-3.364639785928346,-0.2258066687336933,-682.9179991800879,0.06711169191961226
54,"Stenotrophomonas.maltophilia.1_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.026101117037811605,-5.929589143389907,-0.3423404849896454,-78.5364326652359,0.05773426736846925
55,"Stenotrophomonas.maltophilia.2_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",6.565127219636804,-3.7323645660536897,-0.3766295584682777,1.5684048259963026,0.10090910247454642
56,"Klebsiella.pneumonia_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.048627516200630265,-2.987806208281564,-0.21851238193864134,19.511814719260492,0.07313472384285548
57,"Dickeya.zeae_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",4.36354867931236,-1.641785746299614,-1.641785746299614,2.5362174355453906,1.0
58,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.47093948437283756,-0.15150167165568046,-0.12410269746756696,5.108475126754433,0.8191506807239497
59,"Pantoea.agglomerans..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.22464586622624041,-1.8379006252259051,-0.15459286422535426,2.1309418122031913,0.08411383189249011
60,"Dickeya.zeae..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.3672827844998018,-1.2878542883066353,-0.5662691724261586,6.713027325028648,0.43969972190777157
61,"Acinetobacter.clacoaceticus..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.30458930952653607,-1.4067550298115152,-1.0442724616464636,5.760372141461631,0.7423271568372363
62,"Stenotrophomonas.maltophilia..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.514217418126985,-0.04472059684250942,-0.04472059684250942,5.517239763976875,1.0
63,"Klebsiella.pneumonia..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.4084073574077112,-0.6921698666396497,-0.07333771784774733,3.562889634472262,0.10595335246792482
64,"Bacillus.pumilus..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",2.121694870514976,-1.0826689124899629,-0.2855865251542721,1.776684961262844,0.26378011029934295
65,"Clavibacter.michiganensis..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.4631135556717734,-1.3625599561582058,-0.1571579189082743,3.935065270915007,0.11534018609455364
66,"Chryseobacterium.balustinum_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",inf,-0.32954441781269395,-0.25093253024304,,0.7614528320903459
67,"Enterobacter.sp._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",inf,-1.7195631780235656,-0.3521017652367683,,0.2047623313506094
68,"Pantoea.agglomerans.1_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",2.6111540919361316,-1.359907605946698,-1.359907605946698,1.7168829512425174,1.0
69,"Pantoea.agglomerans.2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",inf,-0.997002112257328,-0.818310323513952,,0.8207709025422252
70,"Bacillus.pumilus_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.8240566491553505,-1.0264159974636202,-1.0264159974636202,4.561286792528714,1.0
71,"Clavibacter.michiganensis_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",440.6690244359606,-1.4329420499116732,-1.0042748715864085,0.8404988444872498,0.7008482106085953
72,"Pseudomonas.fluorescens.1_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",1184.3312690360274,-1.4789271631534997,-1.4329420499116732,0.8365438206844823,0.9689064381346726
73,"Pseudomonas.fluorescens.2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.3856929919058879,-0.07803400261245656,-0.06650649744138842,5.917187129328279,0.8522758696831475
74,"Acinetobacter.clacoaceticus.1_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",215.01486170790437,-0.8589833866168491,-0.07513964458609097,0.8412571075530343,0.08747508479998942
75,"Acinetobacter.clacoaceticus.2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",10.751834544948867,-2.5230584157523803,-0.13468103827710812,1.545756695610315,0.0533800713595234
